model,behavior,video_name,frames,frames_with_cat,frames_without_cat,mean_confidence,std_confidence,mean_jitter_px,std_jitter_px,p95_jitter_px,max_jitter_px,missing_ratio,nose_missing_ratio,paw_missing_ratio,tail_missing_ratio
old,shake,7月7日 (5)(1).mp4,105,105,0,0.9961,0.0035,3.923,9.290,16.756,94.402,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5)(2).mp4,99,99,0,0.9972,0.0028,6.208,15.908,24.309,181.095,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5)(3).mp4,102,102,0,0.9734,0.0202,5.560,10.194,22.144,106.033,0.0000,0.0000,0.0000,0.3105
old,shake,7月7日 (5)(4).mp4,110,110,0,0.9953,0.0031,4.925,12.031,17.770,152.561,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5)(5).mp4,108,108,0,0.9960,0.0034,4.291,7.377,18.923,70.337,0.0000,0.0000,0.0000,0.0000
old,shake,7月7日 (5).mp4,116,116,0,0.9954,0.0031,4.727,11.749,17.228,152.561,0.0000,0.0000,0.0000,0.0000
old,stop,7月7日 (8)(2).mp4,50,50,0,0.9914,0.0079,5.041,6.408,16.904,60.296,0.0000,0.9600,0.0000,0.0000
old,stop,7月7日 (8)(5).mp4,307,307,0,0.9883,0.0095,3.826,4.298,11.748,63.183,0.0000,0.0000,0.0000,0.0000
old,stop,7月7日 (8).mp4,123,123,0,0.9862,0.0121,6.455,9.287,20.941,179.193,0.0000,0.0894,0.0000,0.0000
old,stop,Desktop 2026.07.16 - 19.06.58.15.mp4,206,194,12,0.9850,0.0289,1.266,1.562,4.436,12.596,0.0583,0.0103,0.0000,0.0000
new,walk,7月7日 (8)(1).mp4,126,126,0,0.9923,0.0035,10.024,9.171,26.258,97.255,0.0000,0.0000,0.0000,0.0000
new,walk,7月7日 (8)(3).mp4,200,200,0,0.9343,0.0593,12.342,14.183,36.415,156.219,0.0000,0.1500,0.0163,0.1700
new,walk,7月7日 (8).mp4,94,94,0,0.8865,0.0548,21.669,16.562,52.937,213.244,0.0000,0.0000,0.0319,0.4078
new,lick,7月3日(1).mp4,135,135,0,0.9909,0.0009,2.474,3.337,9.386,25.473,0.0000,0.0000,0.0000,0.0000
new,lick,7月3日(2).mp4,156,156,0,0.9978,0.0003,2.082,2.862,8.022,23.306,0.0000,0.0000,0.0000,0.0000
new,lick,7月3日(3).mp4,121,121,0,0.9970,0.0002,2.352,2.855,7.571,27.140,0.0000,0.0000,0.0000,0.0000
new,lick,7月3日(4).mp4,147,147,0,0.9914,0.0027,2.135,2.833,7.571,30.528,0.0000,0.0000,0.0000,0.0000
new,lick,7月3日.mp4,139,139,0,0.9912,0.0013,2.934,3.160,9.103,24.855,0.0000,0.0000,0.0000,0.0000
new,scratch,7月3日 (2)(1).mp4,155,155,0,0.9711,0.0126,6.190,9.677,22.642,142.280,0.0000,0.0000,0.0000,0.1828
new,scratch,7月3日 (2)(2).mp4,109,109,0,0.9831,0.0063,6.312,11.317,24.228,124.764,0.0000,0.0000,0.0000,0.0000
new,scratch,7月3日 (2)(3).mp4,154,154,0,0.9948,0.0008,5.652,9.418,22.124,195.693,0.0000,0.0000,0.0000,0.0000
new,scratch,7月3日 (2)(4).mp4,142,142,0,0.9803,0.0113,5.133,12.111,19.520,355.792,0.0000,0.0000,0.0000,0.0000
new,scratch,7月3日 (2).mp4,177,177,0,0.9943,0.0014,5.255,9.950,17.453,247.143,0.0000,0.0000,0.0000,0.0000
new,shake,7月7日 (5)(1).mp4,105,105,0,0.9976,0.0014,4.784,11.336,20.360,131.574,0.0000,0.0000,0.0000,0.0000
new,shake,7月7日 (5)(2).mp4,99,99,0,0.9975,0.0015,5.948,15.254,23.351,158.619,0.0000,0.0000,0.0000,0.0000
new,shake,7月7日 (5)(3).mp4,102,102,0,0.9601,0.0314,5.908,10.544,24.165,132.243,0.0000,0.0000,0.0000,0.1863
new,shake,7月7日 (5)(4).mp4,110,110,0,0.9958,0.0017,4.963,11.587,18.582,121.462,0.0000,0.0000,0.0000,0.0000
new,shake,7月7日 (5)(5).mp4,108,108,0,0.9961,0.0030,4.271,8.690,17.026,159.171,0.0000,0.0000,0.0000,0.0000
new,shake,7月7日 (5).mp4,116,116,0,0.9959,0.0017,4.759,11.319,17.985,121.462,0.0000,0.0000,0.0000,0.0000
new,stop,7月7日 (8)(2).mp4,50,50,0,0.9889,0.0024,6.489,9.343,23.327,83.053,0.0000,1.0000,0.0000,0.0000
new,stop,7月7日 (8)(5).mp4,307,307,0,0.9917,0.0105,3.966,6.559,13.100,91.095,0.0000,0.0423,0.0000,0.0000
new,stop,7月7日 (8).mp4,123,123,0,0.9774,0.0310,7.263,11.513,24.205,188.795,0.0000,0.1301,0.0000,0.0000
new,stop,Desktop 2026.07.16 - 19.06.58.15.mp4,206,191,15,0.9838,0.0060,1.246,1.551,4.434,14.755,0.0728,0.0000,0.0000,0.0000
